Timestamp,Voltage,Intensity,Energy
16:25:28,2.5,9.4,11.14
16:26:53,2.38,8.4,8.4
16:27:14,1.79,9.0,10.85
16:27:35,1.53,8.3,8.67
16:28:28,3.24,3.1,1.89
16:30:11,1.03,9.7,6.16
16:31:06,3.07,1.2,0.38
16:31:13,1.38,9.5,9.83
16:31:28,3.24,9.4,4.42
16:31:48,2.5,8.1,3.65
16:32:04,1.95,8.7,2.22
16:33:48,3.19,4.5,3.02
16:38:08,3.29,1.8,1.22
16:40:19,3.12,2.6,0.85
16:40:39,2.73,9.8,10.09
16:40:54,2.66,8.4,6.17
16:41:09,3.23,7.2,3.17
16:41:49,3.11,6.8,4.18
16:41:54,3.15,4.1,1.58
16:41:59,0.71,8.3,4.07
16:42:04,3.17,3.7,1.42
16:42:09,1.78,8.7,3.91
16:42:14,1.53,9.3,10.97
16:42:19,2.98,8.7,6.18
16:42:54,3.12,2.4,1.27
16:43:14,0.72,10.0,6.45
16:43:19,2.82,8.4,7.27
16:43:34,3.22,5.7,1.94
16:43:39,0.76,8.8,6.86
16:43:49,2.58,9.5,5.27
16:43:54,3.23,3.1,1.63
16:43:59,2.67,9.8,2.55
16:44:04,1.43,8.2,7.99
16:44:19,1.8,9.4,4.75
16:44:29,1.71,9.6,10.75
16:44:34,3.19,2.6,0.96
16:44:54,0.65,8.5,9.6
16:44:59,0.96,9.0,5.71
16:45:04,1.46,8.9,3.25
16:45:09,1.78,9.0,9.9
16:45:19,1.41,9.1,7.6
16:45:24,0.91,8.4,8.19
16:45:34,2.37,8.1,7.69
16:45:39,3.04,9.4,3.38
16:45:44,3.17,8.2,2.67
16:45:45,2.98,9.9,5.84
16:46:09,2.79,9.3,4.7
16:46:21,3.22,9.8,4.66
16:46:34,2.41,9.3,3.63
16:46:44,2.59,8.1,3.52
16:47:30,1.5,8.7,3.57
16:47:49,3.21,4.8,2.64
16:47:54,2.64,8.1,3.65
16:47:59,1.09,8.1,9.72
16:48:09,1.65,9.5,8.03
16:48:14,3.12,6.4,5.79
16:48:19,2.19,9.1,10.83
17:59:07,1.63,8.1,5.71
17:59:12,3.23,7.7,8.2
18:00:21,0.55,9.5,9.31
18:00:26,2.67,9.8,3.82
18:00:36,0.63,9.7,11.01
18:00:51,1.73,9.2,7.64
18:00:56,3.3,4.3,3.53
18:01:11,0.66,8.5,5.01
18:01:16,1.54,10.0,6.0
18:02:24,3.15,2.4,0.62
18:02:58,3.1,7.0,7.98
18:03:03,2.99,9.8,5.93
18:03:33,2.33,8.3,6.56
18:03:45,1.33,9.0,9.0
18:03:49,1.75,8.8,3.39
18:04:04,2.02,9.7,4.61
18:04:09,1.74,8.1,7.13
18:04:36,2.13,9.8,5.54
18:05:00,3.28,4.9,3.53
18:05:17,2.37,9.7,4.22
18:05:22,3.18,9.2,10.21
18:06:24,1.58,8.9,2.36
18:07:10,2.43,10.0,7.65
18:07:34,1.79,9.3,4.93
18:07:45,2.87,9.4,10.43
18:08:04,1.75,8.6,8.99
18:08:24,3.09,3.0,1.97
18:09:44,2.76,9.8,2.89
18:10:24,1.81,8.9,7.83
18:30:16,1.75,9.3,9.58
18:30:21,1.25,8.1,4.7
18:30:40,2.43,9.4,11.09
18:31:14,3.01,3.5,1.19
18:31:23,1.82,9.1,3.69
18:31:34,2.58,8.9,10.37
18:31:34,3.12,2.9,3.51
18:31:39,2.9,9.9,4.36
18:31:42,3.21,1.2,0.83
18:32:12,3.13,2.1,2.45
18:32:22,3.09,7.6,3.27
18:32:30,0.59,8.8,4.31
18:32:42,1.04,9.7,3.93
18:34:33,1.63,8.8,5.94
18:43:55,3.15,9.7,4.46
18:44:06,3.15,6.9,2.21
18:44:21,3.03,4.0,4.48
18:44:36,2.09,8.1,6.24
18:44:41,1.41,9.5,9.69
18:44:46,3.13,2.7,1.92
18:44:51,1.67,9.4,8.08
18:45:01,1.63,8.7,7.61
18:45:48,2.52,9.3,8.6
18:46:37,0.86,9.0,6.57
18:47:37,2.21,8.5,3.48
18:48:20,3.29,4.8,4.94
18:49:04,0.92,9.9,10.15
18:49:58,2.52,8.7,6.13
18:50:30,1.12,9.1,4.23
18:51:10,1.62,8.7,5.44
18:51:45,2.16,8.1,2.39
18:51:45,2.57,9.9,7.62
18:52:47,1.54,9.7,10.09
18:52:48,3.17,4.8,3.19
18:52:55,3.18,9.8,2.99
18:53:20,2.49,9.1,4.73
18:53:37,1.45,8.3,5.44
18:53:52,1.62,9.8,11.86
18:54:02,3.21,3.1,2.43
18:54:37,1.69,8.7,9.48
18:54:47,1.44,8.1,3.0
18:54:52,1.62,10.0,8.9
18:54:58,3.27,3.7,2.28
18:55:02,2.89,8.7,7.74
18:55:12,2.94,8.6,8.94
18:55:27,1.45,9.0,5.08
18:55:34,1.4,9.5,7.03
18:55:34,1.8,8.3,8.8
18:55:37,0.89,9.3,2.7
18:55:42,2.08,9.3,7.44
18:55:47,3.09,8.7,3.18
18:56:02,2.39,9.8,6.42
18:56:24,2.39,8.6,9.63
18:56:52,1.35,10.0,3.85
18:57:26,2.54,8.9,10.86
18:58:24,1.52,9.1,7.42
18:58:39,0.7,10.0,8.05
18:59:21,3.04,7.3,2.19
18:59:42,2.88,9.1,3.55
18:59:59,0.62,8.2,4.35
19:00:44,1.58,8.2,4.26
19:01:03,1.47,8.2,2.83
19:01:37,0.7,9.3,4.14
19:02:57,0.99,9.3,10.04
19:04:01,3.21,2.1,1.43
19:12:38,3.08,5.0,4.85
19:12:55,3.12,1.8,2.02
19:13:15,3.19,1.9,0.9
19:13:20,2.85,9.4,4.79
19:13:25,3.07,1.6,1.98
19:13:30,3.26,5.3,4.66
19:14:23,1.87,9.8,5.29
19:14:45,2.79,8.9,4.09
19:15:03,2.4,9.4,3.57
19:15:44,3.17,5.8,3.65
19:16:43,1.06,8.4,9.24
19:22:03,3.2,6.3,2.11
19:22:13,3.09,5.8,4.61
19:22:18,1.09,8.1,2.55
19:22:45,3.19,9.3,6.79
19:23:03,3.22,4.8,5.95
22:19:32,3.09,7.3,4.02
22:19:38,3.14,5.7,3.53
22:19:43,0.61,9.0,2.56
22:20:13,3.27,9.5,3.99
22:20:27,2.57,9.0,10.67
15:06:41,2.68,9.7,5.67
15:07:01,0.87,9.6,2.78
15:07:06,1.38,8.8,9.46
15:07:26,1.88,9.1,4.0
15:07:36,2.15,8.8,4.58
15:07:41,3.11,8.7,4.92
15:07:51,0.84,8.8,2.77
15:08:01,1.51,8.6,8.17
15:08:11,3.3,3.1,2.59
15:08:16,1.32,8.4,4.66
15:08:21,1.34,9.0,4.82
15:08:46,1.36,8.9,4.45
15:08:51,0.53,9.3,4.46
15:09:07,2.98,9.5,8.69
15:09:40,3.18,3.7,3.7
15:09:45,1.55,8.3,6.35
15:10:00,0.51,10.0,6.4
15:10:10,3.14,5.5,5.72
15:10:15,3.03,4.7,2.82
15:10:30,1.72,8.7,8.26
15:11:00,3.26,1.8,1.21
15:11:45,1.7,9.0,2.39
15:12:05,2.73,8.7,4.96
15:12:50,3.15,1.5,0.95
15:12:55,2.81,9.3,7.39
15:13:00,1.45,9.1,9.69
15:13:05,2.47,9.1,3.64
15:13:30,0.93,8.4,7.22
15:13:40,0.63,8.8,3.17
15:13:50,2.01,9.1,5.78
15:13:55,1.05,9.0,6.25
15:14:05,0.62,9.4,2.49
15:14:15,2.26,9.0,6.84
16:07:03,1.9,8.2,3.36
16:07:09,3.02,7.2,5.54
16:07:14,3.18,6.6,6.17
16:07:25,3.2,3.3,1.15
16:07:30,1.98,9.1,4.28
16:07:55,3.11,3.8,1.88
16:08:23,1.9,8.1,8.55
16:12:58,1.5,8.9,4.41
16:13:17,3.04,5.1,2.65
16:15:17,1.7,9.2,2.71
16:15:37,1.19,9.6,10.94
16:15:57,3.04,2.2,1.31
16:16:17,1.81,8.2,4.43
16:16:57,3.16,8.6,10.62
16:17:17,2.58,9.2,5.8
16:18:17,2.07,8.8,2.82
16:20:00,2.34,9.5,9.21
16:20:21,2.21,9.8,5.0
16:22:37,3.18,6.2,4.15
16:22:57,3.16,2.2,0.91
16:23:58,2.78,9.8,12.1
16:28:37,3.17,5.4,4.64
16:28:57,3.05,1.1,0.49
16:29:24,3.03,1.1,0.91
16:30:40,1.13,8.8,7.08
16:30:57,0.86,8.9,10.64
16:31:38,3.13,8.4,2.18
16:34:05,0.95,9.7,5.19
16:34:25,1.87,9.3,7.07
16:35:17,3.16,2.6,2.68
16:36:04,2.2,8.3,4.36
16:36:46,3.28,2.0,0.52
16:36:57,3.03,9.6,4.03
16:37:17,3.07,8.8,5.76
16:38:37,2.08,9.3,10.56
16:39:05,3.02,2.5,3.0
16:39:37,3.17,4.2,1.91
16:41:21,3.17,6.4,4.13
16:44:05,3.07,8.0,5.76
16:45:27,0.52,8.8,10.87
16:48:21,3.23,1.2,1.26
16:49:17,3.12,3.6,3.62
16:52:18,2.14,8.7,9.74
16:52:40,3.11,1.4,1.38
16:52:57,1.29,9.1,6.23
16:55:18,1.25,8.4,9.45
16:56:57,2.7,9.7,8.0
16:57:47,3.08,6.3,5.01
16:59:27,2.73,9.7,3.54
17:00:17,2.65,9.4,4.89
17:02:37,3.21,7.0,4.79
17:03:27,3.28,7.6,7.22
17:05:01,3.13,2.7,0.86
17:05:22,2.28,8.3,7.01
17:05:47,3.03,1.8,2.0
17:06:17,0.69,9.2,2.39
17:09:03,3.14,9.1,10.15
17:09:24,2.08,9.9,4.75
17:19:01,1.96,8.7,3.91
17:19:04,1.47,9.4,6.53
17:19:19,3.2,2.6,1.82
17:19:20,2.47,8.2,2.67
17:19:24,1.56,8.6,2.45
17:19:34,3.06,2.9,1.73
17:19:39,2.84,9.6,4.75
17:20:37,1.23,9.6,11.09
17:21:57,3.01,5.7,6.38
17:22:38,2.02,10.0,3.35
17:24:26,2.22,9.9,6.53
17:24:37,1.12,9.7,3.2
17:25:00,0.88,9.2,5.7
17:26:24,1.19,9.4,6.39
17:26:50,1.77,8.3,8.8
17:26:59,3.05,2.4,2.42
17:27:24,1.07,9.9,6.63
17:27:49,3.07,9.0,5.04
17:28:24,1.39,9.6,3.94
17:28:36,0.81,9.0,10.39
17:28:51,3.07,6.7,2.04
17:29:17,1.54,9.7,7.27
17:29:38,3.14,2.5,2.59
17:30:13,2.67,9.1,10.01
17:30:22,2.98,8.5,9.22
17:30:27,0.63,8.4,4.7
17:30:32,1.01,9.7,5.48
17:31:05,1.3,8.4,3.99
17:31:37,2.41,8.7,5.92
17:31:57,1.81,8.7,5.96
17:32:57,2.44,9.0,3.73
17:35:00,3.25,8.9,5.83
17:35:21,1.28,9.9,4.26
17:35:38,1.47,9.1,3.96
17:36:07,3.16,7.5,4.27
17:37:02,3.29,8.4,8.82
17:37:17,1.96,8.9,4.9
17:37:58,1.23,9.0,3.82
17:38:58,2.18,9.3,4.88
17:39:37,2.39,9.2,9.02
17:40:38,1.13,9.4,7.75
17:41:58,2.39,9.0,5.94
17:42:59,0.59,9.2,4.32
17:43:19,3.3,8.2,9.92
17:43:37,0.83,9.9,11.48
17:44:37,2.19,8.1,5.67
17:45:17,1.03,8.4,2.86
17:46:17,1.76,8.2,7.38
17:46:43,3.08,8.3,5.4
17:47:07,2.96,9.2,8.51
17:48:47,2.06,9.3,5.53
17:49:38,3.09,7.1,2.41
17:53:27,3.12,1.7,1.13
17:53:37,2.65,9.0,6.52
17:53:58,3.04,2.8,3.02
17:54:58,1.81,9.8,2.5
18:01:17,3.06,6.9,3.73
18:01:37,0.66,9.5,7.17
18:02:21,3.28,6.8,3.71
18:02:37,3.3,4.0,3.14
18:03:17,2.15,9.3,5.25
18:05:38,1.83,9.5,10.02
18:05:59,1.5,8.2,6.07
18:07:46,1.96,9.4,2.82
18:07:57,1.96,9.4,9.78
18:08:17,2.08,9.5,5.79
18:09:17,1.11,8.7,5.22
18:11:19,0.97,8.3,4.23
18:11:39,0.64,10.0,4.95
18:11:58,1.21,8.8,2.29
18:12:17,2.09,9.3,2.88
18:12:38,2.03,9.5,7.88
18:13:00,2.86,9.0,6.43
18:13:37,1.35,8.9,8.77
18:14:37,2.38,9.9,4.8
18:14:57,0.84,8.9,9.88
18:16:42,1.31,9.0,9.77
18:16:57,0.63,9.4,8.13
18:18:03,3.09,7.8,7.64
18:18:39,0.76,8.5,7.52
18:19:17,0.73,9.9,3.71
18:19:58,3.16,9.1,2.59
18:21:18,3.21,5.1,4.95
18:22:06,3.06,4.0,4.18
18:23:42,2.41,8.1,2.23
18:24:40,1.16,8.8,9.77
18:28:19,0.74,9.2,11.09
18:29:17,3.16,8.1,8.63
18:30:17,2.72,9.3,4.6
18:30:37,1.28,8.6,8.3
18:31:27,2.14,9.3,3.86
18:31:54,3.16,2.3,2.56
18:32:17,3.23,9.2,9.25
18:32:43,2.55,9.4,4.84
18:33:17,2.28,9.6,8.06
18:33:36,2.93,9.6,11.71
18:33:47,1.72,9.7,12.08
20:04:50,2.42,8.5,7.82
20:05:10,1.4,9.9,2.62
20:16:55,2.56,9.2,10.9
07:40:58,1.44,8.4,5.46
07:41:26,3.23,1.6,0.8
07:42:16,2.38,8.9,3.2
07:44:42,2.59,9.0,9.4
07:45:16,1.73,8.2,3.03
07:45:56,1.2,8.4,8.86
07:46:56,1.1,9.2,8.28
07:48:16,3.13,3.7,1.26
07:48:39,0.61,8.4,2.48
07:53:04,0.81,8.9,3.11
07:54:06,2.03,9.6,10.9
08:16:48,1.62,9.6,3.65
08:17:27,1.23,9.0,4.32
08:19:29,3.24,7.8,9.63
08:22:12,3.09,9.5,2.42
08:23:15,3.04,9.4,7.52
08:23:32,0.8,9.4,8.13
08:23:48,2.34,9.7,6.21
08:25:34,2.26,8.8,7.92
08:26:34,3.11,4.3,2.97
08:27:08,0.51,9.6,4.46
08:27:27,1.53,9.3,6.37
08:27:50,3.26,5.7,2.11
08:31:49,0.57,9.8,7.01
08:32:55,3.06,4.5,2.23
08:34:23,3.2,9.6,4.18
08:34:56,0.64,9.3,6.84
08:35:09,2.73,10.0,12.25
08:35:47,2.73,9.4,9.02
08:36:32,3.15,5.6,6.1
08:37:07,1.87,8.5,2.51
08:41:07,2.24,8.5,2.46
08:42:31,2.02,9.9,9.01
08:44:20,3.05,8.8,8.98
08:46:08,2.98,8.7,3.13
08:47:28,1.92,8.6,9.2
08:48:30,2.85,8.1,6.6
08:48:52,1.35,9.3,9.95
08:49:48,2.24,9.5,11.11
08:50:34,3.14,4.7,3.74
08:51:09,1.99,9.1,10.24
08:52:45,3.07,7.0,4.69
08:57:15,2.96,10.0,7.55
08:57:36,2.83,9.9,3.71
08:57:48,3.16,9.0,10.08
08:58:12,3.13,3.6,1.64
08:59:33,1.25,8.2,9.8
09:00:14,2.59,9.7,3.01
09:00:29,0.69,9.5,3.32
09:00:51,2.9,9.8,8.04
09:01:29,3.0,8.1,3.69
09:02:10,1.05,8.2,3.16
09:04:28,1.38,8.9,2.89
09:05:10,0.6,9.3,2.88
09:07:56,3.28,9.7,8.15
09:09:28,1.79,9.5,10.88
09:09:53,2.03,9.1,4.6
09:12:18,2.22,9.1,5.78
09:15:54,3.26,8.9,10.01
09:16:17,1.69,9.5,2.85
09:16:39,3.07,2.8,1.47
09:17:02,2.6,9.2,6.85
09:17:12,3.02,8.2,7.05
09:17:57,3.21,3.3,3.15
09:18:13,3.26,4.1,3.28
09:20:28,3.27,7.3,7.08
09:20:48,1.94,8.2,3.28
09:21:28,1.1,9.5,7.55
09:21:55,3.01,1.1,1.17
09:22:09,0.79,8.2,6.03
09:25:48,1.3,8.9,3.74
09:28:56,1.61,9.0,3.29
09:29:08,3.27,5.7,1.51
09:29:54,1.33,8.8,6.51
09:33:08,1.4,8.1,7.61
09:34:08,3.22,7.9,8.29
09:34:34,3.02,3.7,3.66
09:34:55,3.26,3.6,3.85
09:35:10,2.66,8.3,4.11
09:35:38,1.31,9.4,7.24
09:35:49,3.24,1.9,0.82
09:36:09,1.11,8.1,3.48
09:36:30,1.07,8.9,7.03
09:38:56,1.54,9.4,6.2
09:39:09,3.14,4.5,5.38
09:40:38,0.81,8.9,7.39
09:40:49,1.73,9.7,4.46
09:41:31,2.78,9.0,10.94
09:41:54,2.26,8.2,5.7
09:42:08,2.08,9.2,6.49
09:42:28,1.63,9.5,9.5
09:43:27,1.35,8.6,7.18
09:43:50,2.14,8.5,2.25
09:44:35,3.15,6.3,3.12
09:45:08,1.57,9.0,7.65
09:45:38,1.63,8.9,6.32
09:46:09,3.18,4.0,3.82
09:47:13,3.1,9.9,9.95
09:47:56,1.54,8.7,8.09
09:49:49,2.11,8.4,8.69
09:50:11,2.62,8.2,7.67
09:51:09,3.13,4.3,4.21
09:51:37,0.81,9.0,10.3
09:52:41,3.19,3.5,3.55
09:54:28,3.08,6.5,4.29
09:54:49,1.25,9.3,6.23
09:55:33,2.23,8.6,3.87
09:55:54,0.53,8.3,6.06
09:56:36,1.17,9.4,7.75
09:58:29,2.32,9.1,8.19
10:19:36,1.96,9.6,5.09
10:20:20,1.11,9.4,6.3
10:20:32,3.1,9.1,2.41
10:21:40,3.28,7.8,6.2
10:21:55,2.64,9.9,10.59
10:23:39,0.88,8.6,6.02
10:24:19,1.58,8.5,4.89
10:25:43,3.18,7.1,6.5
10:26:06,3.15,9.5,3.85
10:26:49,3.16,2.7,1.9
10:29:25,3.29,9.1,11.38
10:30:21,3.02,2.6,2.21
10:31:11,1.82,9.2,8.33
10:35:00,2.66,8.9,8.54
10:35:37,1.18,9.5,6.7
10:36:57,2.28,8.2,3.12
10:39:30,3.12,4.3,3.91
10:40:33,2.71,8.2,9.06
10:43:27,2.53,9.6,8.64
10:44:00,3.01,7.0,8.51
10:44:21,0.78,10.0,12.35
10:45:54,2.47,9.7,2.47
10:46:16,2.6,9.4,10.01
10:48:13,2.61,9.6,9.07
10:58:04,1.6,8.6,7.74
13:45:14,3.1,7.9,6.04
13:45:36,2.31,9.6,8.64
13:47:24,2.9,9.6,11.04
13:48:16,3.23,4.4,4.69
13:48:59,0.88,9.7,9.51
13:51:02,2.22,9.0,10.48
13:51:23,3.16,4.9,2.33
13:51:47,1.35,8.8,8.84
13:55:19,0.83,8.9,7.83
13:55:21,0.92,8.2,4.43
13:55:38,2.63,9.2,6.35
13:56:01,3.28,9.3,6.46
14:02:21,2.58,9.0,4.54
14:07:43,3.04,1.5,0.77
14:12:37,0.77,8.5,4.29
14:13:54,1.19,8.3,4.23
14:14:18,1.7,9.1,9.6
14:22:25,3.23,8.4,5.08
14:26:10,0.54,9.4,9.92
21:44:14,0.7,9.7,5.38
21:44:29,1.51,9.8,6.52
21:45:14,2.55,8.8,7.26
21:46:17,2.72,8.4,3.15
21:46:33,1.01,9.9,12.23
21:47:06,0.78,8.7,7.0
21:47:13,0.85,9.6,8.83
21:49:42,0.54,8.5,4.59
22:02:46,3.28,3.2,3.41
22:04:09,2.13,8.6,6.36
23:06:50,1.91,8.7,7.61
23:07:19,2.32,8.1,7.01
23:08:01,2.12,9.9,9.06
23:08:54,1.87,10.0,11.1
23:11:49,3.24,2.6,2.5
23:12:16,0.62,8.1,2.71
23:12:51,1.02,8.3,2.99
23:15:09,2.78,8.4,4.75
23:15:19,2.81,8.5,5.1
23:30:24,3.1,5.1,4.46
23:32:37,1.84,8.6,4.3
23:32:46,3.09,3.3,2.15
23:33:16,3.24,3.9,1.81
23:33:26,3.25,2.6,0.72
23:33:41,2.35,8.7,9.48
23:33:46,0.94,8.4,9.37
23:33:51,3.28,1.7,2.03
23:34:11,2.79,8.9,9.48
23:34:21,3.19,8.6,9.12
23:34:36,2.77,8.3,9.34
23:35:52,1.55,8.1,8.83
23:36:01,3.21,7.5,5.81
23:36:17,3.08,6.8,7.89
23:37:11,2.06,9.2,5.47
23:38:20,0.96,9.4,5.55
23:38:25,0.54,8.8,6.2
23:39:21,1.22,8.2,8.36
23:39:26,3.03,3.6,1.42
23:39:46,2.51,8.3,4.19
23:39:51,1.33,9.8,4.7
